Heart rate variability (ms),Sleep Stage,Group Label,Stage,Group Type
63.0,Light Group,Above Normal,Light,Above Normal
56.0,Light Group,Normal,Light,Normal
56.0,Light Group,Normal,Light,Normal
56.0,Light Group,Normal,Light,Normal
61.0,Light Group,Normal,Light,Normal
67.0,Light Group,Above Normal,Light,Above Normal
67.0,Light Group,Above Normal,Light,Above Normal
67.0,Light Group,Above Normal,Light,Above Normal
67.0,Light Group,Above Normal,Light,Above Normal
63.0,Light Group,Above Normal,Light,Above Normal
63.0,Light Group,Above Normal,Light,Above Normal
64.0,Light Group,Above Normal,Light,Above Normal
63.0,Light Group,Above Normal,Light,Above Normal
63.0,Light Group,Above Normal,Light,Above Normal
63.0,Light Group,Above Normal,Light,Above Normal
53.0,Light Group,Above Normal,Light,Above Normal
58.0,Light Group,Below Normal,Light,Below Normal
72.0,Light Group,Above Normal,Light,Above Normal
72.0,Light Group,Above Normal,Light,Above Normal
72.0,Light Group,Above Normal,Light,Above Normal
72.0,Light Group,Above Normal,Light,Above Normal
51.0,Light Group,Above Normal,Light,Above Normal
52.0,Light Group,Above Normal,Light,Above Normal
60.0,Light Group,Normal,Light,Normal
56.0,Light Group,Above Normal,Light,Above Normal
62.0,Light Group,Above Normal,Light,Above Normal
64.0,Light Group,Above Normal,Light,Above Normal
53.0,Light Group,Above Normal,Light,Above Normal
45.0,Light Group,Below Normal,Light,Below Normal
56.0,Light Group,Normal,Light,Normal
55.0,Light Group,Above Normal,Light,Above Normal
52.0,Light Group,Above Normal,Light,Above Normal
40.0,Light Group,Normal,Light,Normal
57.0,Light Group,Above Normal,Light,Above Normal
53.0,Light Group,Above Normal,Light,Above Normal
53.0,Light Group,Above Normal,Light,Above Normal
55.0,Light Group,Above Normal,Light,Above Normal
53.0,Light Group,Above Normal,Light,Above Normal
53.0,Light Group,Above Normal,Light,Above Normal
63.0,Light Group,Above Normal,Light,Above Normal
24.0,Light Group,Below Normal,Light,Below Normal
61.0,Light Group,Above Normal,Light,Above Normal
60.0,Light Group,Normal,Light,Normal
60.0,Light Group,Normal,Light,Normal
60.0,Light Group,Normal,Light,Normal
56.0,Light Group,Normal,Light,Normal
47.0,Light Group,Below Normal,Light,Below Normal
44.0,Light Group,Normal,Light,Normal
51.0,Light Group,Normal,Light,Normal
51.0,Light Group,Normal,Light,Normal
40.0,Light Group,Below Normal,Light,Below Normal
40.0,Light Group,Below Normal,Light,Below Normal
63.0,Light Group,Above Normal,Light,Above Normal
57.0,Light Group,Above Normal,Light,Above Normal
57.0,Light Group,Above Normal,Light,Above Normal
44.0,Light Group,Below Normal,Light,Below Normal
44.0,Light Group,Below Normal,Light,Below Normal
44.0,Light Group,Below Normal,Light,Below Normal
32.0,Light Group,Below Normal,Light,Below Normal
54.0,Light Group,Normal,Light,Normal
48.0,Light Group,Below Normal,Light,Below Normal
48.0,Light Group,Below Normal,Light,Below Normal
50.0,Light Group,Above Normal,Light,Above Normal
50.0,Light Group,Above Normal,Light,Above Normal
50.0,Light Group,Above Normal,Light,Above Normal
67.0,Light Group,Normal,Light,Normal
52.0,Light Group,Above Normal,Light,Above Normal
52.0,Light Group,Above Normal,Light,Above Normal
52.0,Light Group,Above Normal,Light,Above Normal
52.0,Light Group,Above Normal,Light,Above Normal
52.0,Light Group,Above Normal,Light,Above Normal
52.0,Light Group,Above Normal,Light,Above Normal
48.0,Light Group,Above Normal,Light,Above Normal
60.0,Light Group,Above Normal,Light,Above Normal
44.0,Light Group,Above Normal,Light,Above Normal
49.0,Light Group,Below Normal,Light,Below Normal
49.0,Light Group,Below Normal,Light,Below Normal
49.0,Light Group,Below Normal,Light,Below Normal
49.0,Light Group,Below Normal,Light,Below Normal
60.0,Light Group,Above Normal,Light,Above Normal
66.0,Light Group,Normal,Light,Normal
66.0,Light Group,Normal,Light,Normal
56.0,Light Group,Below Normal,Light,Below Normal
56.0,Light Group,Below Normal,Light,Below Normal
56.0,Light Group,Normal,Light,Normal
56.0,Light Group,Normal,Light,Normal
56.0,Light Group,Normal,Light,Normal
58.0,Light Group,Above Normal,Light,Above Normal
49.0,Light Group,Below Normal,Light,Below Normal
49.0,Light Group,Below Normal,Light,Below Normal
42.0,Light Group,Above Normal,Light,Above Normal
55.0,Light Group,Normal,Light,Normal
55.0,Light Group,Normal,Light,Normal
51.0,Light Group,Normal,Light,Normal
51.0,Light Group,Normal,Light,Normal
58.0,Light Group,Normal,Light,Normal
62.0,Light Group,Above Normal,Light,Above Normal
62.0,Light Group,Above Normal,Light,Above Normal
62.0,Light Group,Above Normal,Light,Above Normal
72.0,Light Group,Below Normal,Light,Below Normal
72.0,Light Group,Below Normal,Light,Below Normal
34.0,Light Group,Below Normal,Light,Below Normal
63.0,Light Group,Normal,Light,Normal
51.0,Light Group,Below Normal,Light,Below Normal
56.0,Light Group,Above Normal,Light,Above Normal
47.0,Light Group,Above Normal,Light,Above Normal
51.0,Light Group,Above Normal,Light,Above Normal
40.0,Light Group,Normal,Light,Normal
40.0,Light Group,Normal,Light,Normal
40.0,Light Group,Normal,Light,Normal
27.0,Light Group,Below Normal,Light,Below Normal
69.0,Light Group,Above Normal,Light,Above Normal
69.0,Light Group,Above Normal,Light,Above Normal
67.0,Light Group,Normal,Light,Normal
51.0,Light Group,Above Normal,Light,Above Normal
51.0,Light Group,Above Normal,Light,Above Normal
51.0,Light Group,Above Normal,Light,Above Normal
51.0,Light Group,Above Normal,Light,Above Normal
52.0,Light Group,Above Normal,Light,Above Normal
67.0,Light Group,Normal,Light,Normal
67.0,Light Group,Normal,Light,Normal
58.0,Light Group,Above Normal,Light,Above Normal
35.0,Light Group,Below Normal,Light,Below Normal
69.0,Light Group,Normal,Light,Normal
73.0,Light Group,Above Normal,Light,Above Normal
56.0,Light Group,Normal,Light,Normal
56.0,Light Group,Normal,Light,Normal
56.0,Light Group,Normal,Light,Normal
56.0,Light Group,Normal,Light,Normal
56.0,Light Group,Normal,Light,Normal
59.0,Light Group,Normal,Light,Normal
56.0,Light Group,Below Normal,Light,Below Normal
53.0,Light Group,Below Normal,Light,Below Normal
67.0,Light Group,Normal,Light,Normal
60.0,Light Group,Normal,Light,Normal
60.0,Light Group,Normal,Light,Normal
52.0,Light Group,Below Normal,Light,Below Normal
57.0,Light Group,Above Normal,Light,Above Normal
53.0,Light Group,Above Normal,Light,Above Normal
61.0,Light Group,Below Normal,Light,Below Normal
61.0,Light Group,Below Normal,Light,Below Normal
56.0,Light Group,Below Normal,Light,Below Normal
56.0,Light Group,Above Normal,Light,Above Normal
66.0,Light Group,Normal,Light,Normal
55.0,Light Group,Above Normal,Light,Above Normal
57.0,Light Group,Above Normal,Light,Above Normal
50.0,Light Group,Normal,Light,Normal
63.0,Light Group,Below Normal,Light,Below Normal
43.0,Light Group,Below Normal,Light,Below Normal
29.0,Light Group,Below Normal,Light,Below Normal
55.0,Light Group,Above Normal,Light,Above Normal
56.0,Light Group,Above Normal,Light,Above Normal
59.0,Light Group,Normal,Light,Normal
54.0,Light Group,Below Normal,Light,Below Normal
66.0,Light Group,Below Normal,Light,Below Normal
57.0,Light Group,Normal,Light,Normal
51.0,Light Group,Normal,Light,Normal
63.0,Light Group,Normal,Light,Normal
49.0,Light Group,Below Normal,Light,Below Normal
56.0,Light Group,Above Normal,Light,Above Normal
56.0,Light Group,Above Normal,Light,Above Normal
29.0,Light Group,Below Normal,Light,Below Normal
61.0,Light Group,Normal,Light,Normal
50.0,Light Group,Above Normal,Light,Above Normal
52.0,Light Group,Below Normal,Light,Below Normal
57.0,Light Group,Below Normal,Light,Below Normal
53.0,Light Group,Normal,Light,Normal
55.0,Light Group,Above Normal,Light,Above Normal
50.0,Light Group,Normal,Light,Normal
53.0,Light Group,Below Normal,Light,Below Normal
59.0,Light Group,Below Normal,Light,Below Normal
25.0,Light Group,Below Normal,Light,Below Normal
66.0,Light Group,Below Normal,Light,Below Normal
48.0,Light Group,Normal,Light,Normal
42.0,Light Group,Above Normal,Light,Above Normal
67.0,Light Group,Normal,Light,Normal
43.0,Light Group,Below Normal,Light,Below Normal
58.0,Light Group,Below Normal,Light,Below Normal
59.0,Light Group,Below Normal,Light,Below Normal
59.0,Light Group,Below Normal,Light,Below Normal
42.0,Light Group,Normal,Light,Normal
37.0,Light Group,Below Normal,Light,Below Normal
51.0,Light Group,Above Normal,Light,Above Normal
43.0,Light Group,Normal,Light,Normal
43.0,Light Group,Normal,Light,Normal
58.0,Light Group,Below Normal,Light,Below Normal
50.0,Light Group,Normal,Light,Normal
57.0,Light Group,Normal,Light,Normal
51.0,Light Group,Above Normal,Light,Above Normal
61.0,Light Group,Below Normal,Light,Below Normal
69.0,Light Group,Above Normal,Light,Above Normal
69.0,Light Group,Above Normal,Light,Above Normal
61.0,Light Group,Normal,Light,Normal
60.0,Light Group,Normal,Light,Normal
65.0,Light Group,Below Normal,Light,Below Normal
62.0,Light Group,Normal,Light,Normal
60.0,Light Group,Below Normal,Light,Below Normal
48.0,Light Group,Normal,Light,Normal
39.0,Light Group,Above Normal,Light,Above Normal
45.0,Light Group,Above Normal,Light,Above Normal
45.0,Light Group,Above Normal,Light,Above Normal
49.0,Light Group,Below Normal,Light,Below Normal
46.0,Light Group,Above Normal,Light,Above Normal
58.0,Light Group,Below Normal,Light,Below Normal
58.0,Light Group,Below Normal,Light,Below Normal
35.0,Light Group,Below Normal,Light,Below Normal
32.0,Light Group,Below Normal,Light,Below Normal
37.0,Light Group,Below Normal,Light,Below Normal
38.0,Light Group,Below Normal,Light,Below Normal
50.0,Light Group,Normal,Light,Normal
58.0,Light Group,Below Normal,Light,Below Normal
44.0,Light Group,Above Normal,Light,Above Normal
51.0,Light Group,Below Normal,Light,Below Normal
44.0,Light Group,Normal,Light,Normal
44.0,Light Group,Normal,Light,Normal
33.0,Light Group,Above Normal,Light,Above Normal
34.0,Light Group,Below Normal,Light,Below Normal
32.0,Light Group,Below Normal,Light,Below Normal
46.0,Light Group,Normal,Light,Normal
25.0,Light Group,Below Normal,Light,Below Normal
53.0,Light Group,Above Normal,Light,Above Normal
42.0,Light Group,Below Normal,Light,Below Normal
53.0,Light Group,Normal,Light,Normal
82.0,Light Group,Above Normal,Light,Above Normal
82.0,Light Group,Above Normal,Light,Above Normal
41.0,Light Group,Below Normal,Light,Below Normal
52.0,Light Group,Below Normal,Light,Below Normal
39.0,Light Group,Above Normal,Light,Above Normal
89.0,Light Group,Below Normal,Light,Below Normal
48.0,Light Group,Normal,Light,Normal
46.0,Light Group,Below Normal,Light,Below Normal
55.0,Light Group,Normal,Light,Normal
40.0,Light Group,Below Normal,Light,Below Normal
57.0,Light Group,Above Normal,Light,Above Normal
57.0,Light Group,Above Normal,Light,Above Normal
47.0,Light Group,Normal,Light,Normal
55.0,Light Group,Below Normal,Light,Below Normal
53.0,Light Group,Below Normal,Light,Below Normal
50.0,Light Group,Above Normal,Light,Above Normal
47.0,Light Group,Above Normal,Light,Above Normal
55.0,Light Group,Normal,Light,Normal
52.0,Light Group,Below Normal,Light,Below Normal
52.0,Light Group,Normal,Light,Normal
47.0,Light Group,Above Normal,Light,Above Normal
45.0,Light Group,Below Normal,Light,Below Normal
51.0,Light Group,Normal,Light,Normal
52.0,Light Group,Normal,Light,Normal
52.0,Light Group,Normal,Light,Normal
52.0,Light Group,Normal,Light,Normal
49.0,Light Group,Below Normal,Light,Below Normal
59.0,Light Group,Below Normal,Light,Below Normal
47.0,Light Group,Below Normal,Light,Below Normal
52.0,Light Group,Above Normal,Light,Above Normal
52.0,Light Group,Above Normal,Light,Above Normal
53.0,Light Group,Normal,Light,Normal
45.0,Light Group,Above Normal,Light,Above Normal
45.0,Light Group,Above Normal,Light,Above Normal
51.0,Light Group,Normal,Light,Normal
58.0,Light Group,Normal,Light,Normal
52.0,Light Group,Below Normal,Light,Below Normal
59.0,Light Group,Normal,Light,Normal
60.0,Light Group,Below Normal,Light,Below Normal
46.0,Light Group,Normal,Light,Normal
57.0,Light Group,Below Normal,Light,Below Normal
50.0,Light Group,Below Normal,Light,Below Normal
52.0,Light Group,Below Normal,Light,Below Normal
54.0,Light Group,Above Normal,Light,Above Normal
47.0,Light Group,Normal,Light,Normal
47.0,Light Group,Below Normal,Light,Below Normal
56.0,Light Group,Above Normal,Light,Above Normal
46.0,Light Group,Normal,Light,Normal
60.0,Light Group,Below Normal,Light,Below Normal
28.0,Light Group,Below Normal,Light,Below Normal
45.0,Light Group,Normal,Light,Normal
49.0,Light Group,Below Normal,Light,Below Normal
43.0,Light Group,Below Normal,Light,Below Normal
59.0,Light Group,Normal,Light,Normal
54.0,Light Group,Below Normal,Light,Below Normal
53.0,Light Group,Above Normal,Light,Above Normal
48.0,Light Group,Above Normal,Light,Above Normal
34.0,Light Group,Above Normal,Light,Above Normal
58.0,Light Group,Normal,Light,Normal
43.0,Light Group,Above Normal,Light,Above Normal
30.0,Light Group,Below Normal,Light,Below Normal
48.0,Light Group,Above Normal,Light,Above Normal
52.0,Light Group,Below Normal,Light,Below Normal
57.0,Light Group,Below Normal,Light,Below Normal
48.0,Light Group,Above Normal,Light,Above Normal
41.0,Light Group,Above Normal,Light,Above Normal
41.0,Light Group,Above Normal,Light,Above Normal
41.0,Light Group,Above Normal,Light,Above Normal
38.0,Light Group,Below Normal,Light,Below Normal
41.0,Light Group,Normal,Light,Normal
43.0,Light Group,Above Normal,Light,Above Normal
54.0,Light Group,Normal,Light,Normal
56.0,Light Group,Below Normal,Light,Below Normal
49.0,Light Group,Below Normal,Light,Below Normal
64.0,Light Group,Above Normal,Light,Above Normal
64.0,Light Group,Above Normal,Light,Above Normal
63.0,Light Group,Below Normal,Light,Below Normal
49.0,Light Group,Normal,Light,Normal
47.0,Light Group,Below Normal,Light,Below Normal
60.0,Light Group,Below Normal,Light,Below Normal
59.0,Light Group,Below Normal,Light,Below Normal
55.0,Light Group,Below Normal,Light,Below Normal
38.0,Light Group,Below Normal,Light,Below Normal
40.0,Light Group,Normal,Light,Normal
61.0,Light Group,Normal,Light,Normal
29.0,Light Group,Above Normal,Light,Above Normal
29.0,Light Group,Above Normal,Light,Above Normal
61.0,Light Group,Above Normal,Light,Above Normal
52.0,Light Group,Above Normal,Light,Above Normal
54.0,Light Group,Above Normal,Light,Above Normal
47.0,Light Group,Above Normal,Light,Above Normal
47.0,Light Group,Below Normal,Light,Below Normal
47.0,Light Group,Below Normal,Light,Below Normal
48.0,Light Group,Below Normal,Light,Below Normal
66.0,Light Group,Normal,Light,Normal
55.0,Light Group,Normal,Light,Normal
19.0,Light Group,Below Normal,Light,Below Normal
56.0,Light Group,Below Normal,Light,Below Normal
56.0,Light Group,Below Normal,Light,Below Normal
30.0,Light Group,Below Normal,Light,Below Normal
61.0,Light Group,Below Normal,Light,Below Normal
61.0,Light Group,Normal,Light,Normal
40.0,Light Group,Below Normal,Light,Below Normal
40.0,Light Group,Below Normal,Light,Below Normal
40.0,Light Group,Below Normal,Light,Below Normal
66.0,Light Group,Normal,Light,Normal
48.0,Light Group,Below Normal,Light,Below Normal
61.0,Light Group,Below Normal,Light,Below Normal
58.0,Light Group,Normal,Light,Normal
58.0,Light Group,Normal,Light,Normal
59.0,Light Group,Normal,Light,Normal
59.0,Light Group,Normal,Light,Normal
50.0,Light Group,Below Normal,Light,Below Normal
30.0,Light Group,Below Normal,Light,Below Normal
53.0,Light Group,Normal,Light,Normal
47.0,Light Group,Below Normal,Light,Below Normal
47.0,Light Group,Below Normal,Light,Below Normal
47.0,Light Group,Below Normal,Light,Below Normal
56.0,Light Group,Above Normal,Light,Above Normal
56.0,Light Group,Above Normal,Light,Above Normal
30.0,Light Group,Below Normal,Light,Below Normal
47.0,Light Group,Below Normal,Light,Below Normal
43.0,Light Group,Below Normal,Light,Below Normal
50.0,Light Group,Below Normal,Light,Below Normal
46.0,Light Group,Normal,Light,Normal
51.0,Light Group,Below Normal,Light,Below Normal
43.0,Light Group,Below Normal,Light,Below Normal
46.0,Light Group,Normal,Light,Normal
58.0,Light Group,Below Normal,Light,Below Normal
50.0,Light Group,Normal,Light,Normal
43.0,Light Group,Normal,Light,Normal
43.0,Light Group,Below Normal,Light,Below Normal
52.0,Light Group,Below Normal,Light,Below Normal
43.0,Light Group,Above Normal,Light,Above Normal
63.0,Light Group,Above Normal,Light,Above Normal
54.0,Light Group,Below Normal,Light,Below Normal
56.0,Light Group,Below Normal,Light,Below Normal
65.0,Light Group,Below Normal,Light,Below Normal
47.0,Light Group,Normal,Light,Normal
52.0,Light Group,Below Normal,Light,Below Normal
35.0,Light Group,Below Normal,Light,Below Normal
42.0,Light Group,Normal,Light,Normal
41.0,Light Group,Above Normal,Light,Above Normal
55.0,Light Group,Normal,Light,Normal
55.0,Light Group,Normal,Light,Normal
43.0,Light Group,Normal,Light,Normal
36.0,Light Group,Below Normal,Light,Below Normal
30.0,Light Group,Below Normal,Light,Below Normal
53.0,Light Group,Normal,Light,Normal
41.0,Light Group,Below Normal,Light,Below Normal
54.0,Light Group,Below Normal,Light,Below Normal
50.0,Light Group,Below Normal,Light,Below Normal
49.0,Light Group,Normal,Light,Normal
49.0,Light Group,Normal,Light,Normal
48.0,Light Group,Below Normal,Light,Below Normal
17.0,Light Group,Below Normal,Light,Below Normal
51.0,Light Group,Below Normal,Light,Below Normal
48.0,Light Group,Normal,Light,Normal
54.0,Light Group,Normal,Light,Normal
47.0,Light Group,Below Normal,Light,Below Normal
51.0,Light Group,Below Normal,Light,Below Normal
53.0,Light Group,Below Normal,Light,Below Normal
62.0,Light Group,Below Normal,Light,Below Normal
48.0,Light Group,Below Normal,Light,Below Normal
